PRUID,Name,NameFR,Date,Confirmed_Cases,Probable_Cases,Deaths,Total_Cases,Cases_Today,Percent_Today,ObjectId,Deaths_Today,Current_Day,Number_Recovered,Number_Tested,RecoveredToday,TestedToday,Precent_Recovered,Percent_Death,Percent_Active
35,Ontario,Ontario,2020/01/31 12:00:00+00,3,0,0,3,3,300,1,0,0,0,0,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/01/31 12:00:00+00,1,0,0,1,1,100,2,0,0,0,0,0,0,,0,100
1,Canada,Canada,2020/01/31 12:00:00+00,4,0,0,4,4,400,3,0,0,0,0,0,0,,0,100
35,Ontario,Ontario,2020/02/08 12:00:00+00,3,0,0,3,0,0,4,0,0,0,0,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/02/08 12:00:00+00,4,0,0,4,3,300,5,0,0,0,0,0,0,,0,100
1,Canada,Canada,2020/02/08 12:00:00+00,7,0,0,7,3,75,6,0,0,0,0,0,0,,0,100
35,Ontario,Ontario,2020/02/16 12:00:00+00,3,0,0,3,0,0,7,0,0,0,0,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/02/16 12:00:00+00,5,0,0,5,1,25,8,0,0,0,0,0,0,,0,100
1,Canada,Canada,2020/02/16 12:00:00+00,8,0,0,8,1,14.29,9,0,0,0,0,0,0,,0,100
35,Ontario,Ontario,2020/02/21 12:00:00+00,3,0,0,3,0,0,10,0,0,0,0,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/02/21 12:00:00+00,6,0,0,6,1,20,11,0,0,0,0,0,0,,0,100
1,Canada,Canada,2020/02/21 12:00:00+00,9,0,0,9,1,12.5,12,0,0,0,0,0,0,,0,100
35,Ontario,Ontario,2020/02/24 12:00:00+00,4,0,0,4,1,33.33,13,0,0,0,0,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/02/24 12:00:00+00,6,0,0,6,0,0,14,0,0,0,0,0,0,,0,100
1,Canada,Canada,2020/02/24 12:00:00+00,10,0,0,10,1,11.11,15,0,0,0,0,0,0,,0,100
1,Canada,Canada,2020/02/25 12:00:00+00,11,0,0,11,1,10,16,0,0,0,0,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/02/25 12:00:00+00,7,0,0,7,1,16.67,17,0,0,0,0,0,0,,0,100
35,Ontario,Ontario,2020/02/25 12:00:00+00,4,0,0,4,0,0,18,0,0,0,0,0,0,,0,100
35,Ontario,Ontario,2020/02/26 12:00:00+00,5,0,0,5,1,25,19,0,0,0,0,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/02/26 12:00:00+00,7,0,0,7,0,0,20,0,0,0,0,0,0,,0,100
1,Canada,Canada,2020/02/26 12:00:00+00,12,0,0,12,1,9.09,21,0,0,0,0,0,0,,0,100
35,Ontario,Ontario,2020/02/27 12:00:00+00,6,0,0,6,1,20,22,0,0,0,0,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/02/27 12:00:00+00,7,0,0,7,0,0,23,0,0,0,0,0,0,,0,100
1,Canada,Canada,2020/02/27 12:00:00+00,13,0,0,13,1,8.33,24,0,0,0,0,0,0,,0,100
35,Ontario,Ontario,2020/02/29 12:00:00+00,8,0,0,8,2,33.33,25,0,0,0,0,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/02/29 12:00:00+00,7,0,0,7,0,0,26,0,0,0,0,0,0,,0,100
1,Canada,Canada,2020/02/29 12:00:00+00,15,0,0,15,2,15.38,27,0,0,0,0,0,0,,0,100
35,Ontario,Ontario,2020/03/01 12:00:00+00,15,0,0,15,7,87.5,28,0,0,0,0,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/03/01 12:00:00+00,8,0,0,8,1,14.29,29,0,0,0,0,0,0,,0,100
24,Quebec,Québec,2020/03/01 12:00:00+00,1,0,0,1,1,100,30,0,0,0,0,0,0,,0,100
1,Canada,Canada,2020/03/01 12:00:00+00,24,0,0,24,9,60,31,0,0,0,0,0,0,,0,100
1,Canada,Canada,2020/03/03 12:00:00+00,33,0,0,33,9,37.5,32,0,0,0,0,0,0,,0,100
24,Quebec,Québec,2020/03/03 12:00:00+00,1,0,0,1,0,0,33,0,0,0,0,0,0,,0,100
35,Ontario,Ontario,2020/03/03 12:00:00+00,20,0,0,20,5,33.33,34,0,0,0,0,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/03/03 12:00:00+00,12,0,0,12,4,50,35,0,0,0,0,0,0,,0,100
35,Ontario,Ontario,2020/03/05 12:00:00+00,22,0,0,22,2,10,36,0,0,0,0,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/03/05 12:00:00+00,21,0,0,21,9,75,37,0,0,0,0,0,0,,0,100
24,Quebec,Québec,2020/03/05 12:00:00+00,2,0,0,2,1,100,38,0,0,0,0,0,0,,0,100
1,Canada,Canada,2020/03/05 12:00:00+00,45,0,0,45,12,36.36,39,0,0,0,0,0,0,,0,100
35,Ontario,Ontario,2020/03/06 12:00:00+00,28,0,0,28,6,27.27,40,0,0,0,0,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/03/06 12:00:00+00,21,0,0,21,0,0,41,0,0,0,0,0,0,,0,100
24,Quebec,Québec,2020/03/06 12:00:00+00,2,0,0,2,0,0,42,0,0,0,0,0,0,,0,100
1,Canada,Canada,2020/03/06 12:00:00+00,51,0,0,51,6,13.33,43,0,0,0,0,0,0,,0,100
1,Canada,Canada,2020/03/07 12:00:00+00,57,0,0,57,6,11.76,44,0,0,0,0,0,0,,0,100
35,Ontario,Ontario,2020/03/07 12:00:00+00,28,0,0,28,0,0,45,0,0,0,0,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/03/07 12:00:00+00,27,0,0,27,6,28.57,46,0,0,0,0,0,0,,0,100
24,Quebec,Québec,2020/03/07 12:00:00+00,2,0,0,2,0,0,47,0,0,0,0,0,0,,0,100
1,Canada,Canada,2020/03/08 12:00:00+00,62,0,1,62,5,8.77,48,1,0,0,0,0,0,,1.61,98.39
48,Alberta,Alberta,2020/03/08 12:00:00+00,1,0,0,1,1,100,49,0,0,0,0,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/03/08 12:00:00+00,27,0,1,27,0,0,50,1,0,0,0,0,0,,3.7,96.3
35,Ontario,Ontario,2020/03/08 12:00:00+00,31,0,0,31,3,10.71,51,0,0,0,0,0,0,,0,100
24,Quebec,Québec,2020/03/08 12:00:00+00,3,0,0,3,1,50,52,0,0,0,0,0,0,,0,100
35,Ontario,Ontario,2020/03/09 12:00:00+00,34,0,0,34,3,9.68,53,0,0,0,0,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/03/09 12:00:00+00,32,0,1,32,5,18.52,54,0,0,0,0,0,0,,3.13,96.88
24,Quebec,Québec,2020/03/09 12:00:00+00,4,0,0,4,1,33.33,55,0,0,0,0,0,0,,0,100
48,Alberta,Alberta,2020/03/09 12:00:00+00,7,0,0,7,6,600,56,0,0,0,0,0,0,,0,100
1,Canada,Canada,2020/03/09 12:00:00+00,77,0,1,77,15,24.19,57,0,0,0,0,0,0,,1.3,98.7
11,Prince Edward Island,Île-du-Prince-Édouard,2020/03/11 12:00:00+00,0,0,0,0,0,0,58,0,0,0,6,0,6,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/03/11 12:00:00+00,0,0,0,0,0,0,59,0,0,0,0,0,0,,,
12,Nova Scotia,Nouvelle-Écosse,2020/03/11 12:00:00+00,0,0,0,0,0,0,60,0,0,0,103,0,103,,,
99,Repatriated travellers,Voyageurs rapatriés,2020/03/11 12:00:00+00,1,0,0,1,1,100,61,0,0,0,29,0,29,,0,100
1,Canada,Canada,2020/03/11 12:00:00+00,103,0,2,103,26,33.77,62,1,0,0,11023,0,11023,,1.94,98.06
62,Nunavut,Nunavut,2020/03/11 12:00:00+00,0,0,0,0,0,0,63,0,0,0,0,0,0,,,
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/03/11 12:00:00+00,0,0,0,0,0,0,64,0,0,0,44,0,44,,,
60,Yukon,Yukon,2020/03/11 12:00:00+00,0,0,0,0,0,0,65,0,0,0,0,0,0,,,
24,Quebec,Québec,2020/03/11 12:00:00+00,7,0,0,7,3,75,66,0,0,0,556,0,556,,0,100
35,Ontario,Ontario,2020/03/11 12:00:00+00,42,0,1,42,8,23.53,67,1,0,0,3394,0,3394,,2.38,97.62
46,Manitoba,Manitoba,2020/03/11 12:00:00+00,0,0,0,0,0,0,68,0,0,0,352,0,352,,,
47,Saskatchewan,Saskatchewan,2020/03/11 12:00:00+00,0,0,0,0,0,0,69,0,0,0,204,0,204,,,
13,New Brunswick,Nouveau-Brunswick,2020/03/11 12:00:00+00,0,0,0,0,0,0,70,0,0,0,22,0,22,,,
48,Alberta,Alberta,2020/03/11 12:00:00+00,14,0,0,14,7,0,71,0,0,0,1969,0,1969,,0,100
59,British Columbia,Colombie-Britannique,2020/03/11 12:00:00+00,39,0,1,39,7,0,72,0,0,0,4373,0,4373,,2.56,97.44
1,Canada,Canada,2020/03/12 12:00:00+00,138,3,2,141,38,36.89,73,0,0,0,15185,0,4162,,1.42,98.58
99,Repatriated travellers,Voyageurs rapatriés,2020/03/12 12:00:00+00,1,0,0,1,0,0,74,0,0,0,29,0,0,,0,100
62,Nunavut,Nunavut,2020/03/12 12:00:00+00,0,0,0,0,0,0,75,0,0,0,1,0,1,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/03/12 12:00:00+00,0,0,0,0,0,0,76,0,0,0,34,0,34,,,
60,Yukon,Yukon,2020/03/12 12:00:00+00,0,0,0,0,0,0,77,0,0,0,0,0,0,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020/03/12 12:00:00+00,0,0,0,0,0,0,78,0,0,0,6,0,0,,,
12,Nova Scotia,Nouvelle-Écosse,2020/03/12 12:00:00+00,0,0,0,0,0,0,79,0,0,0,182,0,79,,,
13,New Brunswick,Nouveau-Brunswick,2020/03/12 12:00:00+00,0,1,0,1,1,0,80,0,0,0,44,0,22,,0,100
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/03/12 12:00:00+00,0,0,0,0,0,0,81,0,0,0,52,0,8,,,
24,Quebec,Québec,2020/03/12 12:00:00+00,13,0,0,13,6,85.71,82,0,0,0,740,0,184,,0,100
35,Ontario,Ontario,2020/03/12 12:00:00+00,59,0,1,59,17,40.48,83,0,0,0,4185,0,791,,1.69,98.31
46,Manitoba,Manitoba,2020/03/12 12:00:00+00,0,1,0,1,1,0,84,0,0,0,352,0,0,,0,100
47,Saskatchewan,Saskatchewan,2020/03/12 12:00:00+00,0,1,0,1,1,0,85,0,0,0,285,0,81,,0,100
48,Alberta,Alberta,2020/03/12 12:00:00+00,19,0,0,19,5,35.71,86,0,0,0,4109,0,2140,,0,100
59,British Columbia,Colombie-Britannique,2020/03/12 12:00:00+00,46,0,1,46,7,17.95,87,0,0,0,5195,0,822,,2.17,97.83
99,Repatriated travellers,Voyageurs rapatriés,2020/03/13 12:00:00+00,2,0,0,2,1,100,88,0,0,0,29,0,0,,0,100
62,Nunavut,Nunavut,2020/03/13 12:00:00+00,0,0,0,0,0,0,89,0,0,0,1,0,0,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/03/13 12:00:00+00,0,0,0,0,0,0,90,0,0,0,34,0,0,,,
60,Yukon,Yukon,2020/03/13 12:00:00+00,0,0,0,0,0,0,91,0,0,0,0,0,0,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020/03/13 12:00:00+00,0,0,0,0,0,0,92,0,0,0,6,0,0,,,
12,Nova Scotia,Nouvelle-Écosse,2020/03/13 12:00:00+00,0,0,0,0,0,0,93,0,0,0,182,0,0,,,
13,New Brunswick,Nouveau-Brunswick,2020/03/13 12:00:00+00,1,0,0,1,0,0,94,0,0,0,44,0,0,,0,100
1,Canada,Canada,2020/03/13 12:00:00+00,176,3,2,179,38,26.95,95,0,0,0,15185,0,0,,1.12,98.88
24,Quebec,Québec,2020/03/13 12:00:00+00,17,0,0,17,4,30.77,96,0,0,0,740,0,0,,0,100
35,Ontario,Ontario,2020/03/13 12:00:00+00,79,0,1,79,20,33.9,97,0,0,0,4185,0,0,,1.27,98.73
46,Manitoba,Manitoba,2020/03/13 12:00:00+00,1,2,0,3,2,200,98,0,0,0,352,0,0,,0,100
47,Saskatchewan,Saskatchewan,2020/03/13 12:00:00+00,0,1,0,1,0,0,99,0,0,0,285,0,0,,0,100
48,Alberta,Alberta,2020/03/13 12:00:00+00,23,0,0,23,4,21.05,100,0,0,0,4109,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/03/13 12:00:00+00,53,0,1,53,7,15.22,101,0,0,0,5195,0,0,,1.89,98.11
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/03/13 12:00:00+00,0,0,0,0,0,0,102,0,0,0,52,0,0,,,
99,Repatriated travellers,Voyageurs rapatriés,2020/03/14 12:00:00+00,2,0,0,2,0,0,103,0,0,0,29,0,0,,0,100
62,Nunavut,Nunavut,2020/03/14 12:00:00+00,0,0,0,0,0,0,104,0,0,0,6,0,5,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/03/14 12:00:00+00,0,0,0,0,0,0,105,0,0,0,76,0,42,,,
60,Yukon,Yukon,2020/03/14 12:00:00+00,0,0,0,0,0,0,106,0,0,0,0,0,0,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020/03/14 12:00:00+00,0,0,0,0,0,0,107,0,0,0,6,0,0,,,
12,Nova Scotia,Nouvelle-Écosse,2020/03/14 12:00:00+00,0,0,0,0,0,0,108,0,0,0,481,0,299,,,
13,New Brunswick,Nouveau-Brunswick,2020/03/14 12:00:00+00,1,1,0,2,1,100,109,0,0,0,82,0,38,,0,100
1,Canada,Canada,2020/03/14 12:00:00+00,193,6,2,199,20,11.17,110,0,0,0,22409,0,7224,,1.01,98.99
24,Quebec,Québec,2020/03/14 12:00:00+00,17,0,0,17,0,0,111,0,0,0,1584,0,844,,0,100
35,Ontario,Ontario,2020/03/14 12:00:00+00,79,0,1,79,0,0,112,0,0,0,6646,0,2461,,1.27,98.73
46,Manitoba,Manitoba,2020/03/14 12:00:00+00,1,3,0,4,1,33.33,113,0,0,0,837,0,485,,0,100
47,Saskatchewan,Saskatchewan,2020/03/14 12:00:00+00,0,2,0,2,1,100,114,0,0,0,349,0,64,,0,100
48,Alberta,Alberta,2020/03/14 12:00:00+00,29,0,0,29,6,26.09,115,0,0,0,5247,0,1138,,0,100
59,British Columbia,Colombie-Britannique,2020/03/14 12:00:00+00,64,0,1,64,11,20.75,116,0,0,0,7033,0,1838,,1.56,98.44
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/03/14 12:00:00+00,0,0,0,0,0,0,117,0,0,0,62,0,10,,,
1,Canada,Canada,2020/03/15 12:00:00+00,249,4,2,253,54,27.14,118,0,0,0,24977,0,2568,,0.79,99.21
99,Repatriated travellers,Voyageurs rapatriés,2020/03/15 12:00:00+00,4,0,0,4,2,100,119,0,0,0,29,0,0,,0,100
62,Nunavut,Nunavut,2020/03/15 12:00:00+00,0,0,0,0,0,0,120,0,0,0,6,0,0,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/03/15 12:00:00+00,0,0,0,0,0,0,121,0,0,0,76,0,0,,,
60,Yukon,Yukon,2020/03/15 12:00:00+00,0,0,0,0,0,0,122,0,0,0,0,0,0,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020/03/15 12:00:00+00,1,0,0,1,1,0,123,0,0,0,6,0,0,,0,100
12,Nova Scotia,Nouvelle-Écosse,2020/03/15 12:00:00+00,0,0,0,0,0,0,124,0,0,0,481,0,0,,,
13,New Brunswick,Nouveau-Brunswick,2020/03/15 12:00:00+00,1,1,0,2,0,0,125,0,0,0,82,0,0,,0,100
24,Quebec,Québec,2020/03/15 12:00:00+00,24,0,0,24,7,41.18,126,0,0,0,2337,0,753,,0,100
35,Ontario,Ontario,2020/03/15 12:00:00+00,103,0,1,103,24,30.38,127,0,0,0,8461,0,1815,,0.97,99.03
46,Manitoba,Manitoba,2020/03/15 12:00:00+00,4,0,0,4,0,0,128,0,0,0,837,0,0,,0,100
47,Saskatchewan,Saskatchewan,2020/03/15 12:00:00+00,0,2,0,2,0,0,129,0,0,0,349,0,0,,0,100
48,Alberta,Alberta,2020/03/15 12:00:00+00,39,0,0,39,10,34.48,130,0,0,0,5247,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/03/15 12:00:00+00,73,0,1,73,9,14.06,131,0,0,0,7033,0,0,,1.37,98.63
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/03/15 12:00:00+00,0,1,0,1,1,0,132,0,0,0,62,0,0,,0,100
12,Nova Scotia,Nouvelle-Écosse,2020/03/16 12:00:00+00,0,3,0,3,3,0,133,0,0,0,1075,0,594,,0,100
1,Canada,Canada,2020/03/16 12:00:00+00,324,17,5,341,88,34.78,134,3,0,0,37730,0,12753,,1.47,98.53
99,Repatriated travellers,Voyageurs rapatriés,2020/03/16 12:00:00+00,4,0,0,4,0,0,135,0,0,0,29,0,0,,0,100
61,Northwest Territories,Territoires du Nord-Ouest,2020/03/16 12:00:00+00,0,0,0,0,0,0,136,0,0,0,138,0,62,,,
60,Yukon,Yukon,2020/03/16 12:00:00+00,0,0,0,0,0,0,137,0,0,0,0,0,0,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020/03/16 12:00:00+00,1,0,0,1,0,0,138,0,0,0,6,0,0,,0,100
13,New Brunswick,Nouveau-Brunswick,2020/03/16 12:00:00+00,1,5,0,6,4,200,139,0,0,0,143,0,61,,0,100
62,Nunavut,Nunavut,2020/03/16 12:00:00+00,0,0,0,0,0,0,140,0,0,0,7,0,1,,,
24,Quebec,Québec,2020/03/16 12:00:00+00,39,0,0,39,15,62.5,141,0,0,0,3129,0,792,,0,100
59,British Columbia,Colombie-Britannique,2020/03/16 12:00:00+00,73,0,4,73,0,0,142,3,0,0,9926,0,2893,,5.48,94.52
48,Alberta,Alberta,2020/03/16 12:00:00+00,56,0,0,56,17,43.59,143,0,0,0,10238,0,4991,,0,100
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/03/16 12:00:00+00,0,1,0,1,0,0,144,0,0,0,161,0,99,,0,100
46,Manitoba,Manitoba,2020/03/16 12:00:00+00,4,3,0,7,3,75,145,0,0,0,1848,0,1011,,0,100
35,Ontario,Ontario,2020/03/16 12:00:00+00,145,0,1,145,42,40.78,146,0,0,0,10178,0,1717,,0.69,99.31
47,Saskatchewan,Saskatchewan,2020/03/16 12:00:00+00,1,5,0,6,4,200,147,0,0,0,881,0,532,,0,100
11,Prince Edward Island,Île-du-Prince-Édouard,2020/03/17 12:00:00+00,1,0,0,1,0,0,148,0,0,0,75,0,69,,0,100
1,Canada,Canada,2020/03/17 12:00:00+00,424,16,8,440,99,29.03,149,3,0,0,44176,0,6446,,1.82,98.18
99,Repatriated travellers,Voyageurs rapatriés,2020/03/17 12:00:00+00,8,0,0,8,4,100,150,0,0,0,29,0,0,,0,100
62,Nunavut,Nunavut,2020/03/17 12:00:00+00,0,0,0,0,0,0,151,0,0,0,7,0,0,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/03/17 12:00:00+00,0,0,0,0,0,0,152,0,0,0,145,0,7,,,
60,Yukon,Yukon,2020/03/17 12:00:00+00,0,0,0,0,0,0,153,0,0,0,0,0,0,,,
12,Nova Scotia,Nouvelle-Écosse,2020/03/17 12:00:00+00,0,5,0,5,2,66.67,154,0,0,0,1075,0,0,,0,100
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/03/17 12:00:00+00,0,1,0,1,0,0,155,0,0,0,161,0,0,,0,100
24,Quebec,Québec,2020/03/17 12:00:00+00,50,0,0,50,11,28.21,156,0,0,0,4870,0,1741,,0,100
35,Ontario,Ontario,2020/03/17 12:00:00+00,177,0,1,177,32,22.07,157,0,0,0,11167,0,989,,0.56,99.44
46,Manitoba,Manitoba,2020/03/17 12:00:00+00,7,0,0,7,0,0,158,0,0,0,2216,0,368,,0,100
47,Saskatchewan,Saskatchewan,2020/03/17 12:00:00+00,2,5,0,7,1,16.67,159,0,0,0,1066,0,185,,0,100
48,Alberta,Alberta,2020/03/17 12:00:00+00,74,0,0,74,18,32.14,160,0,0,0,11487,0,1249,,0,100
59,British Columbia,Colombie-Britannique,2020/03/17 12:00:00+00,103,0,7,103,30,41.1,161,3,0,0,11612,0,1686,,6.8,93.2
13,New Brunswick,Nouveau-Brunswick,2020/03/17 12:00:00+00,2,5,0,7,1,16.67,162,0,0,0,295,0,152,,0,100
60,Yukon,Yukon,2020/03/18 12:00:00+00,0,0,0,0,0,0,163,0,0,0,0,0,0,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/03/18 12:00:00+00,0,0,0,0,0,0,164,0,0,0,145,0,0,,,
1,Canada,Canada,2020/03/18 12:00:00+00,569,28,9,597,157,35.68,165,1,0,0,53546,0,9370,,1.51,98.49
99,Repatriated travellers,Voyageurs rapatriés,2020/03/18 12:00:00+00,9,0,0,9,1,12.5,166,0,0,0,29,0,0,,0,100
11,Prince Edward Island,Île-du-Prince-Édouard,2020/03/18 12:00:00+00,1,0,0,1,0,0,167,0,0,0,75,0,0,,0,100
62,Nunavut,Nunavut,2020/03/18 12:00:00+00,0,0,0,0,0,0,168,0,0,0,7,0,0,,,
12,Nova Scotia,Nouvelle-Écosse,2020/03/18 12:00:00+00,1,6,0,7,2,40,169,0,0,0,1278,0,203,,0,100
48,Alberta,Alberta,2020/03/18 12:00:00+00,97,0,0,97,23,31.08,170,0,0,0,13686,0,2199,,0,100
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/03/18 12:00:00+00,0,3,0,3,2,200,171,0,0,0,161,0,0,,0,100
24,Quebec,Québec,2020/03/18 12:00:00+00,74,0,1,74,24,48,172,1,0,0,5880,0,1010,,1.35,98.65
35,Ontario,Ontario,2020/03/18 12:00:00+00,189,0,1,189,12,6.78,173,0,0,0,13869,0,2702,,0.53,99.47
46,Manitoba,Manitoba,2020/03/18 12:00:00+00,8,7,0,15,8,114.29,174,0,0,0,2739,0,523,,0,100
47,Saskatchewan,Saskatchewan,2020/03/18 12:00:00+00,2,6,0,8,1,14.29,175,0,0,0,1910,0,844,,0,100
59,British Columbia,Colombie-Britannique,2020/03/18 12:00:00+00,186,0,7,186,83,80.58,176,0,0,0,13388,0,1776,,3.76,96.24
13,New Brunswick,Nouveau-Brunswick,2020/03/18 12:00:00+00,2,6,0,8,1,14.29,177,0,0,0,408,0,113,,0,100
11,Prince Edward Island,Île-du-Prince-Édouard,2020/03/19 12:00:00+00,2,0,0,2,1,100,178,0,0,0,75,0,0,,0,100
1,Canada,Canada,2020/03/19 12:00:00+00,846,27,12,873,276,46.23,179,3,0,0,65851,0,12305,,1.37,98.63
99,Repatriated travellers,Voyageurs rapatriés,2020/03/19 12:00:00+00,10,0,0,10,1,11.11,180,0,0,0,29,0,0,,0,100
62,Nunavut,Nunavut,2020/03/19 12:00:00+00,0,0,0,0,0,0,181,0,0,0,8,0,1,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/03/19 12:00:00+00,0,0,0,0,0,0,182,0,0,0,221,0,76,,,
60,Yukon,Yukon,2020/03/19 12:00:00+00,0,0,0,0,0,0,183,0,0,0,0,0,0,,,
12,Nova Scotia,Nouvelle-Écosse,2020/03/19 12:00:00+00,5,9,0,14,7,100,184,0,0,0,1520,0,242,,0,100
48,Alberta,Alberta,2020/03/19 12:00:00+00,146,0,1,146,49,50.52,185,1,0,0,16507,0,2821,,0.68,99.32
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/03/19 12:00:00+00,1,2,0,3,0,0,186,0,0,0,267,0,106,,0,100
24,Quebec,Québec,2020/03/19 12:00:00+00,121,0,1,121,47,63.51,187,0,0,0,6757,0,877,,0.83,99.17
35,Ontario,Ontario,2020/03/19 12:00:00+00,258,0,2,258,69,36.51,188,1,0,0,18488,0,4619,,0.78,99.22
46,Manitoba,Manitoba,2020/03/19 12:00:00+00,17,0,0,17,2,13.33,189,0,0,0,3189,0,450,,0,100
47,Saskatchewan,Saskatchewan,2020/03/19 12:00:00+00,8,12,0,20,12,150,190,0,0,0,1910,0,0,,0,100
59,British Columbia,Colombie-Britannique,2020/03/19 12:00:00+00,271,0,8,271,85,45.7,191,1,0,0,16382,0,2994,,2.95,97.05
13,New Brunswick,Nouveau-Brunswick,2020/03/19 12:00:00+00,7,4,0,11,3,37.5,192,0,0,0,527,0,119,,0,100
1,Canada,Canada,2020/03/20 12:00:00+00,971,33,13,1004,131,15.01,193,1,0,0,76814,0,10963,,1.29,98.71
99,Repatriated travellers,Voyageurs rapatriés,2020/03/20 12:00:00+00,13,0,0,13,3,30,194,0,0,0,29,0,0,,0,100
62,Nunavut,Nunavut,2020/03/20 12:00:00+00,0,0,0,0,0,0,195,0,0,0,8,0,0,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/03/20 12:00:00+00,0,0,0,0,0,0,196,0,0,0,268,0,47,,,
60,Yukon,Yukon,2020/03/20 12:00:00+00,0,0,0,0,0,0,197,0,0,0,0,0,0,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020/03/20 12:00:00+00,2,0,0,2,0,0,198,0,0,0,75,0,0,,0,100
12,Nova Scotia,Nouvelle-Écosse,2020/03/20 12:00:00+00,5,10,0,15,1,7.14,199,0,0,0,1647,0,127,,0,100
13,New Brunswick,Nouveau-Brunswick,2020/03/20 12:00:00+00,7,4,0,11,0,0,200,0,0,0,640,0,113,,0,100
24,Quebec,Québec,2020/03/20 12:00:00+00,139,0,1,139,18,14.88,201,0,0,0,8539,0,1782,,0.72,99.28
35,Ontario,Ontario,2020/03/20 12:00:00+00,311,0,2,311,53,20.54,202,0,0,0,21499,0,3011,,0.64,99.36
46,Manitoba,Manitoba,2020/03/20 12:00:00+00,17,0,0,17,0,0,203,0,0,0,3367,0,178,,0,100
47,Saskatchewan,Saskatchewan,2020/03/20 12:00:00+00,8,18,0,26,6,30,204,0,0,0,1910,0,0,,0,100
48,Alberta,Alberta,2020/03/20 12:00:00+00,195,0,1,195,49,33.56,205,0,0,0,19782,0,3275,,0.51,99.49
59,British Columbia,Colombie-Britannique,2020/03/20 12:00:00+00,271,0,9,271,0,0,206,1,0,0,18792,0,2410,,3.32,96.68
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020/03/20 12:00:00+00,3,1,0,4,1,33.33,207,0,0,0,287,0,20,,0,100
12,Nova Scotia,Nouvelle-Écosse,2020/03/21 12:00:00+00,9,12,0,21,6,40,208,0,0,0,1956,0,309,,0,100
99,Repatriated travellers,Voyageurs rapatriés,2020/03/21 12:00:00+00,13,0,0,13,0,0,209,0,0,0,29,0,0,,0,100
62,Nunavut,Nunavut,2020/03/21 12:00:00+00,0,0,0,0,0,0,210,0,0,0,10,0,2,,,
61,Northwest Territories,Territoires du Nord-Ouest,2020/03/21 12:00:00+00,1,0,0,1,1,0,211,0,0,0,301,0,33,,0,100
60,Yukon,Yukon,2020/03/21 12:00:00+00,0,0,0,0,0,0,212,0,0,0,416,0,416,,,
11,Prince Edward Island,Île-du-Prince-Édouard,2020/03/21 12:00:00+00,2,0,0,2,0,0,213,0,0,0,75,0,0,,0,100
1,Canada,Canada,2020/03/21 12:00:00+00,1302,69,18,1371,367,36.55,214,5,0,0,88883,0,12069,,1.31,98.69
13,New Brunswick,Nouveau-Brunswick,2020/03/21 12:00:00+00,9,8,0,17,6,54.55,215,0,0,0,865,0,225,,0,100
24,Quebec,Québec,2020/03/21 12:00:00+00,202,19,4,221,82,58.99,216,3,0,0,8539,0,0,,1.81,98.19
